seller_id,expected_deliver_diff_mean,expected_deliver_diff_count,order_shipped_days_mean,order_shipped_days_count
71271995e85f5b8530be99ed54a91b89,5.833333333,6,6.333333333,6
0bf0150d5b9d60d9cd2906003332f085,5.846153846,39,5.051282051,39
850913d59ce317156b00f3705f1c3edb,5.862068966,29,5.172413793,29
5e105f5c9f63f5f1fd75d6cb942e55b1,5.875,8,1.375,8
6973a06f484aacf400ece213dbf3d946,5.976190476,84,5.988095238,84
0743a0239d764b9a0f959a57d07e36ab,6,4,1.25,4
112453736dbe3889cfb74e1aaa0ba0c1,6,7,4.142857143,7
2075d8cd4dd63ff12df0749a5866bb06,6,3,0.333333333,3
26b482dccfa29bd2e40703ba45523702,6,3,0.666666667,3
32f1bb9dfa65bc7df5c0d9d95a616be4,6,4,2.75,4
389e45560e33d2d0747f949dcddbc08e,6,1,0,1
3a3c180dd702a725bd0ba4117689239e,6,1,2,1
48328ec9a579151d9cc6a86d4a59336c,6,1,2,1
4be9ae93c4fc0f41713d71a4194ee1b3,6,1,4,1
4dc646b9b9e8e411ef48ba000ea3ac6f,6,4,1.5,4
5a32c398a06c345440bf2a683b017ad3,6,1,6,1
5e063e85d44b0f5c3e6ec3131103a57e,6,1,0,1
61c36f0fc4a47f9532e5512b66668e62,6,1,3,1
630008e0f062605a415d694489f6f82e,6,1,10,1
6561d6bf844e464b4019442692b40e02,6,1,0,1
6a53b90c3ad9e0b56d9fe5c69165fff5,6,2,0.5,2
720e6cf846ea7572cbb66b743fb91e6c,6,1,4,1
749e7cdabbaf72f16677859e27874ba5,6,1,2,1
77128dec4bec4878c37ab7d6169d6f26,6,1,5,1
81ed90f07c0bacb7594940ba2ef676aa,6,2,7.5,2
8f0fbe2cd4d472157dc1cdef6edecaa9,6,1,0,1
939e6227d6964a11a70aa91243e418f2,6,4,0.75,4
94d76e96eedd976258cd3278ce56d5f2,6,1,1,1
98115075dd26cb8835946fc6086f5d30,6,4,1,4
a44fb5a447105f8469bdf16bf9159f25,6,19,4.421052632,19
a663d9c3797e90eac99ff60939416a56,6,1,2,1
a7b7354cc588f7566a848bcbb1ce3d96,6,2,7,2
a89e143d5211473ae18db9577ee34b64,6,1,8,1
b81e3a6c866a764974fe849821abeebd,6,8,2.375,8
bd149ed516d4c5d418d5781f8e18919f,6,8,2.875,8
c026ef0d72e9132d9fa112308090c8dc,6,1,2,1
c2bda99904207edd1834f03e0022b007,6,1,6,1
c8143b3069f6746a77421b5ce30a450c,6,1,5,1
dbc51f5e45d654ecc16cb68e6817ecea,6,1,7,1
dd88d13bea9e4c2bf47daf224f8141e5,6,1,1,1
e433f5fd4050e3352b5d83522b7fe24b,6,1,4,1
e64ddbe1cbcf4f2fc3092b7c481f3f9d,6,1,3,1
ec4608a1f76453166bb312b2968aeaf4,6,16,9.375,16
edb65fe661681b1c0de8bd47c8655855,6,1,6,1
6039e27294dc75811c0d8a39069f52c0,6.048387097,62,6.048387097,62
53d00c40e32aeb924a84ce72b1af869d,6.0625,16,2.8125,16
acadd4d36859671cb635527c6c977533,6.083333333,12,2.75,12
0249d282d911d23cb8b869ab49c99f53,6.1,10,4.5,10
b87a7ea0c30fad2dd6781b74a0064859,6.111111111,9,2,9
c35affa65afd250151285c5917fc1c8a,6.125,8,2.5,8
e8a85b5f3df47be0984c55fd4064dbb4,6.125,8,4.5,8
5abb8ea023c77787f2c15da891c8d384,6.153846154,13,5.769230769,13
d17f467e4bf608a510c20d82f4ba3b6b,6.181818182,11,5,11
431af27f296bc6519d890aa5a05fdb11,6.182608696,115,4.339130435,115
b5e3e38609125694d2ea2417522a60b7,6.1875,16,2.8125,16
e84ad2127668df3aafc6b73531a0beb8,6.210526316,19,1.368421053,19
73b8eb4a9a729d4019b24ed1be748cbf,6.285714286,7,0.428571429,7
834f8533b2ecb6598dd004ff3de7203a,6.317073171,41,6.951219512,41
0e44d110fa6a54e121cb2c095a77762f,6.333333333,6,4,6
11fb6f6d341adbe19e81733701704635,6.333333333,3,1,3
52956b80ae65fda598f06f6b9943e7a9,6.333333333,3,14,3
778323240ce2830d68aab11794e00bfb,6.333333333,3,2.333333333,3
e64d65bc8dbec2accda90c58de5d1246,6.333333333,12,3.916666667,12
2e1a7d075abe038c1b2743005fe42ff1,6.388888889,18,2.888888889,18
7d7d2b7a51328016102d4528c411d630,6.4,5,1.2,5
be8e909810184b9b19e886129149d8e5,6.4,15,1.266666667,15
50c9975695009e5e6473912e83a6d1da,6.428571429,49,3.163265306,49
9c0e69c7bf2619675bbadf47b43f655a,6.433566434,143,4.895104895,143
c794dab4928dd97beb41d05514441e86,6.4375,16,1.75,16
7210cd29727d674c00741e5e387b3ccd,6.444444444,9,0.666666667,9
1961c3e1272bfeceb05d0b78b5bbfdaf,6.5,2,2,2
1d0646a72178a6fb37ee8082140e06ec,6.5,2,0.5,2
3d68c634a99a1ba46dbca3967a69c623,6.5,2,0.5,2
8b87cd0d43d49b9bdf40f56229364d59,6.5,2,4,2
a2fa0bdc798ee84cdb08281337cf4fb6,6.5,8,8.5,8
e504a4e2efaa45cbff7e268a2c58c956,6.5,10,6.8,10
eddd1991bd6d9309995a480c39b95137,6.5,2,2.5,2
f1198c871e0171278b63f40d112caeec,6.5,2,6.5,2
f18112da765e0971ca5d510dec322bdd,6.5,2,0.5,2
f410c8873029fcc3809b9df6d0b28914,6.5,2,0.5,2
f4ce8ca9fa7157e3b33f536ac9a4487d,6.5,4,1.25,4
f9d010e39375d9c91dce3f40b73a2f84,6.5,4,3,4
dd7ddc04e1b6c2c614352b383efe2d36,6.52991453,117,6.64957265,117
9449f25aeaf531019b76999ea49a6949,6.555555556,9,2.555555556,9
0951a6e282947e09cd47969f4ed0b47f,6.571428571,7,0.571428571,7
f84fa566034f5e8e880a07ec624c56af,6.573033708,89,3.404494382,89
8476243f92442881ddd5b578975cf115,6.583333333,12,4.75,12
9dda5bbacd45e18d6485fee649205d09,6.588235294,17,6.117647059,17
406740ee611378a662d274c7d8c43c4a,6.625,8,2.75,8
1eade46fba20122dc4aefb379f8c636b,6.637931034,58,1.637931034,58
6d2f2e3b539480db1e0842b3a4e32e6e,6.666666667,3,4.333333333,3
78744a20ee2f80ba64f6804c25def2b8,6.666666667,6,3.833333333,6
a56e351445e5863fc8960640ba9190c7,6.666666667,3,1.333333333,3
af7cdac9d9897cddead9c6b08976c642,6.666666667,6,1.5,6
bd0a1b0aadca9a83d9304f7e8ff5fbd5,6.666666667,3,1,3
fcba71d4d5db057f43249145e4eb1e27,6.666666667,3,1.333333333,3
71039d19d4303bf9054d69e9a9236699,6.676470588,34,1.911764706,34
3771c85bac139d2344864ede5d9341e3,6.692307692,26,3.576923077,26
077c5fae4bea9500e3737b16f71b9d3a,6.75,4,3.75,4
25debeafbce801fdd479539350185eee,6.75,4,4.5,4
2dcf93836ae3ce0d7c93e2f10876467a,6.75,8,1.75,8
9485a23c0430ba1d58d359391606fce6,6.75,4,0,4
00720abe85ba0859807595bbf045a33b,6.769230769,13,3,13
56e361f411e38dcef17cdc2a3d99628b,6.8,5,1.4,5
741f8c587cb4248ebc5b779a0e8e0e51,6.8,5,7.2,5
8e34331b7eedd03be4e5d965c1956225,6.8,5,2.6,5
37515688008a7a40ac93e3b2e4ab203f,6.816964286,224,4.709821429,224
0873d9f8f36123f8d910f4760e788cfb,6.833333333,6,4.666666667,6
14ee35374a7876217954b5fa08e50463,6.833333333,6,2,6
2ea0861cc19e94cad86438c984c52da4,6.833333333,6,1.5,6
b494891378bd8f4560abe576c52deacd,6.842105263,19,0.368421053,19
562f8cfc51f265411f487d07e9c40e7f,6.846153846,13,3.538461538,13
13f57c12a00ed4610db646b913a7f5c6,6.857142857,7,2.428571429,7
55dedd83e501d8248880557d9073cbfd,6.857142857,7,1.285714286,7
c1ed9e3daf6154542826a6996af0fb8c,6.875,8,5.875,8
f5f1f2c5f923f36ad79ea1d07185ddc9,6.9,10,3.8,10
165b1235e9e9942cb5fae67103576fb0,6.909090909,11,0.909090909,11
6ddc28b61be28373b4503a1f61cf98a9,6.909090909,11,0.454545455,11
7c4618c82226628831613e95e9c22f44,6.916666667,12,2.333333333,12
13074f016982ff2bd6c58ced8682f000,6.923076923,13,3.846153846,13
392e0502231ae2f8b29994ef6398cd77,6.941176471,17,2.529411765,17
d9bd94811c3338dceb4181f3dbc0c73e,6.944444444,54,1.037037037,54
d9442042130b7fe579d1295f9f4a248f,6.947368421,19,4.052631579,19
42b729f859728f5079499127a9c2ef37,6.951456311,103,2.737864078,103
f3da5b2ff499efb8d4a6d371d175d7dd,6.986842105,76,1.960526316,76
002100f778ceb8431b7a1020ff7ab48f,7,49,4.06122449,49
070d165398b553f3b4b851c216b8a358,7,30,3.666666667,30
131fcb0a0c9a47bba4474aacff0f14b7,7,4,1.25,4
15ead3a5037a918ddb520dfe39a3d2b9,7,6,3.5,6
19d62d484cba71963c93f0f00ab42013,7,1,6,1
1acde099eb406aa220b1169b188b42da,7,9,1.555555556,9
2039c5e51785b5dde7cf93ccb3b7be2c,7,1,0,1
265fdc289dffa9f1ad801c74f7d0de47,7,1,1,1
26e13b6ff5b641b329e5524241ee2c93,7,3,0,3
2c00c85d30361cd2ced2969cffbbffa3,7,1,0,1
2c9005d8043aff18b8557ffb7b13cda4,7,1,2,1
2d20f1cd18725c91147da0791d498022,7,1,1,1
392f7f2c797e4dc077e4311bde2ab8ce,7,2,0.5,2
3aa3c89ae3cd482385568be76120f63c,7,1,6,1
3ef37b7ca6dd2b80bd8af81a62504996,7,2,7.5,2
4a5b36211b1f51bf7eaa5c10a57fa483,7,1,0,1
52b53f7061969fe471d119b6195da864,7,1,2,1
534a01cc6df1e034e05c32028a291fa2,7,5,2.4,5
55c96925041a14097b6a7825554f4ad5,7,5,4.6,5
5b0cc932433fa5184b5b94bfe6bcc256,7,12,5.416666667,12
5f57db27027655e6c6a391601daa0258,7,1,7,1
6548c2550b6e2d8f18053216e1c7b6f3,7,3,2.333333333,3
695051e2981c8b19e77cafe450d5bdf3,7,1,4,1
7963e546f34e098b578f9ad102494601,7,1,2,1
809413606dbfe5deefd2db646693ef67,7,3,4,3
8160255418d5aaa7dbdc9f4c64ebda44,7,368,3.52173913,368
913fd0ebba70bb919f7254a02239173c,7,1,1,1
9200e6ce317b67196b6b0bad4d4bd567,7,1,3,1
9599519be538b98748162a2b48248960,7,1,1,1
9c4d31c7e46ab03a43fc06e3142afd4e,7,2,2,2
9e94fa26a70ede4d26226e918e8706a2,7,1,4,1
a353b1083c9863d756d9404695016d64,7,1,5,1
a99504ac23ed125aaf5302af6cc30af9,7,1,3,1
ab3e0c171fe84a7ba7de130f19cfb485,7,6,7.5,6
b3809b8d4394588a47c8470ea331e135,7,1,3,1
bbd3acfe6de99892e73940d3fdceaf68,7,2,0.5,2
bd43e172d599bed47a85da877172ca8c,7,1,7,1
cb162c8eef257253782d245c08d9097c,7,1,2,1
da03c298e3999e9d828591fc2179d109,7,4,3.5,4
da3fede3469bf49b7293ce3fc45b294d,7,1,5,1
e1b12447a7563944843191754aeb5562,7,9,1.444444444,9
eae9af4811c294c56795d70e715b7337,7,1,0,1
f1ce5fdecd64935c28b9ff932751d0dc,7,2,4,2
f356c348fbc8df6a882823e21f5ce8b7,7,1,2,1
f3862c2188522d89860c38a3ea8b550d,7,1,0,1
feb793c88d836c3a75efa4b5a3465d70,7,1,4,1
ff1e15b778c700abdd4d239b81ac466d,7,7,1.857142857,7
d93919c944be9cff128f6c9cb899eacb,7.060606061,33,5.212121212,33
a2b5b6105ea5942300631d2e76f4ffe0,7.0625,16,1.875,16
f125f3a310c2e5f822d116147de1e474,7.0625,16,1.0625,16
4c2b230173bb36f9b240f2b8ac11786e,7.07421875,256,4.84375,256
cfe94489ddd337d1e29e12f2a7205d10,7.1,20,1.7,20
ea566164622c6b439516ab18062c42cd,7.1,50,3.46,50
b2479f944e1b90cf8a5de1bbfde284d6,7.102040816,98,2.418367347,98
b18871c324516afa228a13e8f1ef0ae9,7.111111111,9,1.222222222,9
f35b3c613c4f7b2275f4185d0a3c59ec,7.111111111,9,2.777777778,9
1976a05ecf2996d6ffb7b5430e635fe7,7.125,8,7.125,8
f9ec7093df3a7b346b7bcf7864069ca3,7.125,8,0.75,8
994f04b3718c2bab35c2adfa8afecd2a,7.14893617,47,3.404255319,47
e45edf75f568ed2f93f78d060e246e25,7.166666667,6,3.666666667,6
30a81d8cf85fb2ada1b1b094c9583a95,7.176470588,17,1.117647059,17
72bc2cce903c872fe376a8faaa81d237,7.176470588,17,3,17
9f50216bfd01913736a55a11b55ea842,7.176470588,17,3.117647059,17
b561927807645834b59ef0d16ba55a24,7.180722892,83,3.373493976,83
0a85ebe4e328db81ac9109781205e2f7,7.181818182,11,0.909090909,11
5011f0d93373a4c5753adf58ca77af8d,7.181818182,11,1.545454545,11
cd68562d3f44870c08922d380acae552,7.196721311,122,3.262295082,122
7d7866a99a8656a42c7ff6352a433410,7.2,5,0.6,5
602044f2c16190c2c6e45eb35c2e21cb,7.217391304,46,1.456521739,46
01c97ebb5cdac52891c0ed1c37ba0012,7.222222222,9,0.888888889,9
457fe919b032a3f7dadba6fb92cf7855,7.222222222,9,1.111111111,9
655220df33262c7e0c4949a147366f94,7.230769231,13,1.153846154,13
82e0a475a88cc9595229d8029273f045,7.243902439,41,3.487804878,41
77714512e8d4dda9c234da8e3faf16e4,7.25,4,3,4
adbc26658d6c7b4b6219f9d934598091,7.261363636,88,3.079545455,88
7ecef8194babfec876ca720714327841,7.285714286,7,1.571428571,7
e4ebd3f87bf70440014f07ddda7fbe03,7.285714286,7,1.714285714,7
688756f717c462a206ad854c5027a64a,7.307692308,78,4.064102564,78
52454f90d4c30c016768db02f88c1a74,7.333333333,3,6,3
56f413900b5166ab4d730e9ac0b12cb0,7.333333333,3,2.666666667,3
5741dc2bf5044c34d0698681c5081bed,7.333333333,3,3.333333333,3
5ee7fd217d08dfe5d3e2f51f96a12c9a,7.333333333,9,1.777777778,9
60da8bfa7eebe230b7d66ac4082d79b3,7.333333333,3,1.666666667,3
74871d19219c7d518d0090283e03c137,7.333333333,6,0.166666667,6
ca7c6bd577e559472af1c699de9e764e,7.333333333,6,0.833333333,6
e9e446d01bd10a97a8ffcfc4a3a20cb2,7.333333333,3,1.666666667,3
ea65d8b58316a6f2362f2a9e4b3e86ad,7.333333333,9,1.333333333,9
ba143b05f0110f0dc71ad71b4466ce92,7.341463415,82,2.548780488,82
ffeee66ac5d5a62fe688b9d26f83f534,7.357142857,14,6.428571429,14
ef990a83bbea832f36ebe81376335aa8,7.380952381,42,1.761904762,42
55c26bcb609f480eb7868594245febb5,7.4,5,1.2,5
81336a0f57a33776419727a300249e90,7.4,15,7.8,15
94ca168e8bcb407ab85c5da308863027,7.4,5,1.4,5
1da366cade6d8276e7d8beea7af5d4bf,7.428571429,42,6.738095238,42
900ba814c251a692506d7834c1218441,7.447058824,85,3.564705882,85
8b2492b7ff4468839593fafeed55bad9,7.448275862,29,1.655172414,29
87d3c3aeb3ead335511b3ce315eb341e,7.466666667,15,0.8,15
f7ccf836d21b2fb1de37564105216cc1,7.46969697,66,1.393939394,66
010543a62bd80aa422851e79a3bc7540,7.5,2,3,2
0af977692321d895349eded183341d28,7.5,2,0.5,2
166e8f1381e09651983c38b1f6f91c11,7.5,2,5,2
1e9d5a33694bddb76316fd1f54734d20,7.5,2,4,2
2f4b0d3b9634b647d4edee577d7ebb7e,7.5,10,3.6,10
4bf658053d453036c70976bccb2c31b2,7.5,2,13.5,2
63272377184e969942f7fff221be858d,7.5,2,3.5,2
851773c885feb5e2da3b4f82bc2b17ce,7.5,10,1.2,10
8e4f041ff58e7845456d3482524014b3,7.5,2,1.5,2
9140bd1d9de28b197dce077bdd687438,7.5,6,1.333333333,6
96e5dc09087bad639b4ee193104ec2e5,7.5,2,0.5,2
a13580f0e8f782b7a543885a0ef99f08,7.5,10,4.5,10
a70e9066dbfd10b6b97a3f54a1356762,7.5,2,9.5,2
aac51c486b672a9850d59f3e84b1cf88,7.5,10,0.8,10
ad781527c93d00d89a11eecd9dcad7c1,7.5,36,11.5,36
b416191c9813d821a295cfabafff4161,7.5,2,2,2
cd52a8efd71af3336b14b5039b951cc1,7.5,2,1,2
f918546be4bec7104d117789ba758b2b,7.55,20,1.7,20
14d7985702e72162bbf13b6beb74ab2b,7.555555556,36,2.027777778,36
e644cbadf7eeb30d0d29f335ce7d52ec,7.571428571,7,1.285714286,7
101a3a003516bc11253298b2fad3cb65,7.6,5,1.4,5
1a932caad4f9d804097d7f8e615baed1,7.6,20,0.9,20
54219883e72aad869adfb2a54b7bfa0f,7.6,5,8,5
a066df7361163e7ddc5d7452dd17448b,7.6,15,1.533333333,15
15fa791d5e017f66402dc28c44480657,7.625,8,0.875,8
3492e68f37fd1df87f4f2f2ea247f445,7.625,8,2.125,8
3e8bd881d92466e63ba9e3e809cd3c50,7.625,8,1.125,8
b33aaadd1a8891d2dfef0c4c3bdf0371,7.625,16,1.25,16
ed4311e67debd72b8610a5347a743087,7.64,25,1.44,25
bce6a5ecf98e99fd2a8868b15c51f04b,7.642857143,14,4.071428571,14
2b3b9ce054da76a7428df143a567b156,7.666666667,3,2.666666667,3
4a23adac87cf538689fa600d976f78b2,7.666666667,3,2.333333333,3
6b333a05bf188ef3e1f1662a86bd9855,7.666666667,12,1.416666667,12
97512d3fc193b2d1dfcdba0f9d1f0f8a,7.666666667,12,2.916666667,12
cf2384dd2f1dddea3f838efed0945e65,7.6875,16,2.9375,16
3fd1e727ba94cfe122d165e176ce7967,7.705882353,34,1.941176471,34
cea729054f157f5870bdd321a958d994,7.714285714,21,1.047619048,21
ec8879960bd2221d5c32f8e12f7da711,7.714285714,35,1.942857143,35
ff1fb4c404b2efe68b03350a8dc24122,7.739130435,46,2.47826087,46
10264f60a8f0a4d2f30810f5c661c673,7.75,4,0.75,4
3bfba5a77604f6dfae7e6dd7aaf65821,7.75,4,0.75,4
508808d438fe2ff972ed13bb8f4a82e2,7.75,8,0.5,8
6bb62a4912377c7bfe7cb17b406bc7e6,7.75,4,1.5,4
6c17baf138731a4aaacc3210adf2037b,7.75,4,0.75,4
edf96ef93ed595084bbcbd9224bd2894,7.76,25,2.44,25
2f74af7a0ee5636f12c2336f9fffed47,7.769230769,13,3.384615385,13
d5ba419e26d246a0719437cf37d9b46d,7.78125,32,2.0625,32
99eaacc9e6046db1c82b163c5f84869f,7.793650794,63,3.317460317,63
167fd940acebc789debd6eb418c46e38,7.8,5,4,5
83353a83fd769dfafa4f21a72b15e3e5,7.8,5,3.8,5
adbe70ab2c97442046d393988c8d1d27,7.8,5,1,5
b566ab0ef88016e00422755e305103c6,7.8,5,0.8,5
5d0363b33554b373851fc1622e4d5f3c,7.804347826,92,3.434782609,92
0176f73cc1195f367f7b32db1e5b3aa8,7.805555556,36,1.638888889,36
768a86e36ad6aae3d03ee3c6433d61df,7.823529412,17,0.941176471,17
f46490624488d3ff7ce78613913a7711,7.825,80,3.05,80
80f2cf9abf6b5a0e5c612b5eea6646e6,7.833333333,6,0.833333333,6
9c1c0c36cd23c20897e473901a8fb149,7.833333333,6,1.5,6
276677b5d08786d5dce7c2149dcce48b,7.838709677,31,1.741935484,31
1dc2de47ee26a0a5b12dc14fd6dc0dea,7.84,25,2.24,25
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,7.852941176,34,3.205882353,34
3c03b12bab54d8b37d79d914bfdb1aa0,7.861111111,36,1.333333333,36
179d859f51292aac5c10806a356f7af9,7.888888889,18,1.666666667,18
6d988d6174a2c27441597174f8905515,7.894736842,19,12.05263158,19
2aa3443d7bf9d9bb11133f420d75e083,7.9,10,1.9,10
66e0557ecc2b4dbea057e93f215f68d8,7.9,30,17.7,30
8581055ce74af1daba164fdbd55a40de,7.907161804,377,2.588859416,377
bbaff50f3b708fda865918715276cd87,7.909090909,11,2.727272727,11
6f229cc508fc6915ed5c499efd93baa4,7.923076923,13,1.461538462,13
c0563dd588b775f2e37747ef6ad6c92c,7.925925926,27,2.481481481,27
ed8cb7b190ceb6067227478e48cf8dde,7.928571429,14,1.5,14
6a0cbc8af2e8abd1bdfb777943d174c6,7.941176471,34,2.970588235,34
7d76b645482be4a332374e8223836592,7.947058824,170,3.388235294,170
412a4720f3e9431b4afa1476a1acddbe,7.952380952,21,1.095238095,21
6061155addc1e54b4cfb51c1c2a32ad8,7.962962963,27,1.074074074,27
855668e0971d4dfd7bef1b6a4133b41b,7.966442953,298,5.791946309,298
f7ba60f8c3f99e7ee4042fdef03b70c4,7.995348837,215,2.153488372,215
c70c1b0d8ca86052f45a432a38b73958,7.996124031,258,2.802325581,258
02b72cdeb9cfcc429f1af6f4e3f3b737,8,4,1,4
1284de4ae8aa26997e748c851557cf0e,8,3,1,3
1588ac4010787100dddef64568f0ae35,8,3,5.333333333,3
1710c3aaa9c6b44ec3883ee0fe300e21,8,2,0,2
1927cdb9fa74f5270097f6250e8e8f34,8,1,-1,1
270d3ef21830ad0ecf3a6c53d08a533a,8,5,4.6,5
2fa13c8bd5705d279f7ed5cc9ec61c68,8,2,0.5,2
33ab10be054370c254ddfcf0a6253422,8,4,1.25,4
3c88ed2e76a2247933a15daa7161eb1c,8,1,4,1
3e46a38ee171c503c3b4a3f23fe3bf0c,8,1,2,1
43b2c864251aa0ce4030c746984e088a,8,2,0.5,2
44ed138eca6214d572ce1d813fb0049b,8,2,2.5,2
466222e777149751370e7e98fb623b0c,8,1,0,1
48b6c3f4c6a93171da04b75313f2130f,8,2,1.5,2
4c60877808f4318ef1107fbeb8f89afa,8,2,9,2
4dc2e811a1760953cb7c6a590b498943,8,1,0,1
51e0557bc7b86de13e946c60ee91ce39,8,1,2,1
52bb00821bcdd358a5a5a27e1f6be5a1,8,2,3.5,2
5305693ffae2d3463377b1f6fe67b15a,8,1,0,1
5b92bfa4120daa27c574daa2e386c693,8,1,9,1
5cf1ec37aea089f45110c70653a166ab,8,2,4,2
5d043cd5512d4bd2f88e5ccdd5736c38,8,1,3,1
64c9a1db4e73e19aaafd3286dc448c96,8,1,3,1
651fe66032c9520ee5587f694908040d,8,7,0.571428571,7
6fa9202c10491e472dffd59a3e82b2a3,8,3,1.333333333,3
74c7dec0a384d8a05950e629bd23bde9,8,4,4.5,4
7fc87cc3e89b3d1d5cabdca32f8485aa,8,14,14.92857143,14
88cd3681e0a2ba85e190f7d817629c4c,8,1,1,1
8dd386be0767c330276ea6a3f96532d3,8,1,2,1
9d213f303afae4983637247556438ede,8,1,1,1
a56a8043ebf66e42119618fb8cf232c6,8,1,2,1
a7ecf689b40a44361e259b28939023e4,8,1,2,1
aa1eb17b9fdf6dfd546e25c45c7b9235,8,3,1,3
b44dbfbf62e52125f3c15d230569ea91,8,4,0.5,4
b452cb0ae35044c4a53179c39f49fb06,8,2,11,2
b6e1504972665f739dec4facb9943775,8,14,1,14
baeda7047354773262ba2405f97038ba,8,1,17,1
baf15155e37ef5492731459bdc05be8a,8,1,28,1
bba3293d6f5d5af2f415e004e8b93ae3,8,17,2.294117647,17
c18309219e789960add0b2255ca4b091,8,1,1,1
c1dde11f12d05c478f5de2d7319ad3b2,8,1,1,1
c286ec035ee04ba81c97508f0b5df544,8,1,3,1
c3ee2331a724e6fc02c4b698b57a73f3,8,2,1.5,2
c716e0b86ed568878475b60fbb6323ad,8,1,2,1
c8660dcf9ba70575f45d80fe28c27713,8,4,2,4
cb32766839f443db85c82a43c4a6c19e,8,2,3,2
cecd97bc34ed8330bd4cd15713eda670,8,1,1,1
d4910f1cdcfdabd48d6b316e395d4a23,8,11,1.818181818,11
d58d521f3789def2e7a22715e0badd93,8,2,2,2
d85efbc8eff2b7adf524e2820569adc8,8,1,1,1
d9e8c084b68fe958861d8f2c21202e6b,8,9,3,9
db7ed69a53aa9fb1c01930ba54a88bbe,8,1,2,1
e908c0f3646e8b60375734a350d95d71,8,1,7,1
ea1776927851da2532aa70d6a32c095a,8,2,2,2
edc518ba25576a0188a0e8f2c3af186f,8,5,2,5
f266295f49a28eee21f413e0cbb0521d,8,2,5.5,2
f7c31656c19db6275a8acadca289f426,8,1,1,1
f92d8c817434bd2d84d4e9c61322b7fa,8,5,4.8,5
f9eedec3129e8cc6b6429c42d0808c5b,8,2,0,2
fc6295add6f51a0936407ead70c1001d,8,1,0,1
8f2ce03f928b567e3d56181ae20ae952,8.01986755,151,3.099337748,151
bbad7e518d7af88a0897397ffdca1979,8.030769231,65,4.584615385,65
fcb5ace8bcc92f75707dc0f01a27d269,8.034482759,58,3.775862069,58
11bfa66332777660bd0640ee84d47006,8.052631579,76,2.157894737,76
b9ca8e8baa5d4aa038394a700f63e69f,8.071428571,14,1.5,14
a673821011d0cec28146ea42f5ab767f,8.081967213,122,3.81147541,122
7357b52d27cbaa90f81a96cbc1279396,8.083333333,12,0.916666667,12
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,8.1,20,1.25,20
57c764b4a836300be881e2ff86e449f9,8.111111111,27,2.111111111,27
712e6ed8aa4aa1fa65dab41fed5737e4,8.116883117,77,7.571428571,77
3c010235b7345c92f125d14ee232a76b,8.133333333,15,4.8,15
e99e927c81e3f51739c94fcdfca9f10f,8.142857143,21,2.333333333,21
e439f7176d763f92de325271111b2fd5,8.166666667,6,1.166666667,6
4c498c7345e89aebad651544829beca0,8.191489362,47,2.489361702,47
117cfc326c6d50da67ca858ff5c0c852,8.2,5,0.6,5
b2c97074649f92197d9387d9033dda5f,8.2,10,1,10
784ba75dd9d20200c4caed3d7a77141a,8.210526316,19,7.684210526,19
0ddefe3c7a032b91f4e25b9c3a08fca1,8.222222222,9,2,9
fb89df7f89fd1b8f03fa2acca1ba7364,8.227272727,22,4.227272727,22
15aac934c58d886785ac1b17953ea898,8.24,25,2.04,25
138dbe45fc62f1e244378131a6801526,8.244444444,45,1.333333333,45
269cff2d3c8d205c11f37a52402ea93b,8.25,4,1.25,4
7d948535954aaf8c5d39db007f74372e,8.25,4,2.5,4
921323538c9f1c4e816f2720eac02bea,8.266666667,15,1.266666667,15
c8467937e403e76a8ee9f0ab13f6f5ef,8.266666667,30,3.9,30
e62b2d6ac10570a035a30bafcf01d263,8.266666667,60,4.9,60
7f2617c58d5d06806987308b45654351,8.272727273,22,1.772727273,22
5a6a02f419701fc8c605af71d4fc57a4,8.3,10,1.8,10
2d2c62bef4c8ba0dd74e0e228e808539,8.3125,16,1.0625,16
2ff97219cb8622eaf3cd89b7d9c09824,8.317647059,85,1.047058824,85
d97df38225e5abadaff1e72cb72b823c,8.321428571,28,1.5,28
7aa4334be125fcdd2ba64b3180029f14,8.325471698,212,4.971698113,212
01266d4c46afa519678d16a8b683d325,8.333333333,3,0.333333333,3
134285d1f41da5c13a756ee8142c8a4e,8.333333333,3,1.333333333,3
1c56ffe0e9dea2657fc6e95b53f40b13,8.333333333,3,1,3
5eeb9c756d9780b96283e5a2ac6da334,8.333333333,9,1,9
85cc55e048b6bcc90c75afe7f0e72f72,8.333333333,9,0.888888889,9
aa762680c40618316a896838866140ea,8.333333333,3,2.333333333,3
b56828a9f9027f3c918c04ca720d9e3c,8.333333333,3,10.66666667,3
a6fe7de3d16f6149ffe280349a8535a0,8.34,50,3.8,50
dd55f1bb788714a40e7954c3be6df745,8.342857143,35,3.485714286,35
abe42c5d03695b4257b5c6cbf4e6784e,8.346938776,49,1.489795918,49
808d4348b916efa08e766ebad39f61eb,8.35,20,2.15,20
f1ed6bd0a9b11b581f16c851c6a5a527,8.352941176,17,10.58823529,17
4b9750c8ad28220fe6702d4ecb7c898f,8.361111111,216,1.685185185,216
81783131d2a97c8d44d406a4be81b5d9,8.375,8,1.875,8
7681ef142fd2c19048da7430856b5588,8.379310345,58,1.620689655,58
